name 	 ottid 	 sources 	 node_id 	 notes
Notocrinidae	374917	ncbi:706661,worms:173883,gbif:4305369,irmng:101607	ott374917	
Protomonotresidae	3665367	ncbi:1468240,worms:142076,gbif:3134,irmng:114541	ott3665367	
Boreohydridae	4712919	worms:22777,ncbi:576754,gbif:3944,irmng:107265	ott4712919	
Rhytidiaceae	694789	ncbi:114751,gbif:4279441,irmng:114600	ott694789	
Philometridae	277597	ncbi:55873,worms:22905,gbif:2563,irmng:110545	ott277597	
Violaceomycetaceae	5985914	ncbi:1749038,gbif:9791620	ott5985914	
Himasthlidae	5974301	ncbi:1776201,worms:868382,gbif:8246854	ott5974301	
Tyrrheniellidae	5132510	worms:142048,gbif:3268750,irmng:116020	ott5132510	
Caulobacteraceae	799500	silva:D12785/#5,ncbi:76892,worms:394203,gbif:4723,irmng:106757	ott799500	
Dasyponyssidae	4701526	gbif:4663785,irmng:108933	ott4701526	
Uncispionidae	4977066	worms:249746,gbif:7091,irmng:113069	ott4977066	
Stenochilidae	858516	ncbi:1263284,gbif:9576,irmng:107763	ott858516	
Clethraceae	47344	ncbi:16611,gbif:6707,irmng:114442	ott47344	
Palpimanidae	35278	ncbi:336672,gbif:9568,irmng:100325	ott35278	
Camerobiidae	3539109	ncbi:2051834,gbif:2822,irmng:108251	ott3539109	
Coeluridae	4129650	gbif:4822569,irmng:116200	ott4129650	
Neotheoridae	3244619	gbif:8857,irmng:110912	ott3244619	
Phosichthyidae	555245	ncbi:210573,worms:125602,gbif:2227,irmng:106081	ott701557	
Xyloplacidae	330623	ncbi:133450,worms:369152,gbif:6067574,irmng:107684	ott330623	
Fimbriimonadaceae	5580593	ncbi:1663426,gbif:9156343	ott5580593	
Ferussaciidae	822570	worms:413333,ncbi:318189,gbif:3244290,irmng:114153	ott822570	
Apodachlyellaceae	2810718	gbif:4772,irmng:107058	ott2810718	
Psilotrichidae	4030685	ncbi:2490802,gbif:7745440,irmng:111870	ott4030685	
Gasterellaceae	4106504	if:80787,gbif:8450,irmng:109486	ott4106504	
Pucciniaceae	809206	if:81311,ncbi:5262,worms:988596,gbif:3251,irmng:109521	ott809206	
Holosporaceae	79296	silva:U65509/#5,ncbi:44746,worms:571315,gbif:5436,irmng:112518	ott79296	
Schizasteridae	625263	ncbi:105647,worms:123176,gbif:9533,irmng:101191	ott625263	
Alphamonaceae	7529479	ncbi:2605703	ott7529479	
Paracrangonyctidae	4674928	worms:548169,gbif:2778,irmng:107847	ott4674928	
Antilocapridae	194522	ncbi:9889,gbif:5715,irmng:104790	ott194522	
Octopicolidae	2959397	worms:128585,gbif:5047,irmng:106567	ott2959397	
Ptinidae	593062	ncbi:441274,worms:150726,gbif:6987,irmng:101742	ott593062	
Psocidae	995312	ncbi:50619,gbif:7942,irmng:101029	ott995312	
Cestidae	161876	ncbi:27920,worms:106318,gbif:5696,irmng:117814	ott161876	
Raperosteliaceae	7041874	ncbi:2058186,gbif:10375586	ott7041874	
Ctenochasmatidae	4130054	gbif:4818464,irmng:116202	ott4130054	
Synchaetidae	743641	ncbi:204743,worms:134924,gbif:3887,irmng:113812	ott743641	
Vanikoridae	685603	worms:23138,ncbi:211826,gbif:7059,irmng:113341	ott685603	
Champsodontidae	540399	ncbi:270610,worms:151407,gbif:8518,irmng:110104	ott540399	
Gekkonidae	190151	ncbi:8561,gbif:5666,irmng:102820	ott190151	
Acanthoecidae	726081	silva:AF084233/#6,ncbi:28010,worms:105498,worms:573993,gbif:8358792,gbif:3236036,irmng:113037	ott726081	
Crypteroniaceae	294972	ncbi:111949,gbif:3231456,irmng:112820	ott294972	
Aspidosiphonidae	665555	ncbi:91377,worms:1644,gbif:3389,irmng:113816	ott665555	
Lobotidae	563257	ncbi:30849,worms:125543,gbif:8541,irmng:110353	ott563257	
Plurellidae	3646103	worms:248195,gbif:7350,irmng:107338	ott3646103	
Campanulaceae	1086303	ncbi:4381,worms:993770,gbif:8801,irmng:112583	ott1086303	
Aulolaimoididae	5002216	worms:834517,gbif:4555276,irmng:120083	ott5002216	
Austrodecidae	248701	ncbi:195862,worms:22616,gbif:6314,irmng:109307	ott248701	
Gorgonorhynchidae	4153252	ncbi:947607,worms:155848,gbif:6297,irmng:106353	ott4153252	
Rutripalpidae	4698200	gbif:4540348,irmng:108693	ott4698200	
Gerridae	436661	ncbi:36161,worms:160268,gbif:7881,irmng:100264	ott436661	
Tabellariaceae	79381	ncbi:426660,worms:149332,gbif:3749,irmng:104344	ott79381	
Acanthocheilidae	5680647	ncbi:2052886,worms:22818,gbif:3249053	ott5680647	
Ophidiasteridae	987826	ncbi:60561,worms:123137,gbif:5779,irmng:100566,irmng:100366	ott987826	
Hemiuridae	853590	ncbi:116838,worms:108471,gbif:6454,irmng:117396,irmng:113915	ott853590	
Synaptiphilidae	2959506	ncbi:1795262,worms:128600,gbif:4303236,irmng:108053	ott2959506	
Anniellidae	4945885	ncbi:1329921,gbif:5662,irmng:113716	ott4945885	
Polychelidae	1057024	worms:106793,ncbi:125909,gbif:9009,gbif:7194613,irmng:110271	ott1057024	
Kerriidae	287878	ncbi:249430,gbif:4525,irmng:106297	ott287878	
Arceremaeidae	3531985	ncbi:1797526,gbif:3613,irmng:118350	ott3531985	
Actinoposthiidae	728217	ncbi:188021,worms:379797,gbif:6261,irmng:118052	ott728217	
Rajidae	978560	ncbi:30475,worms:105711,gbif:5877,irmng:114841	ott978560	
Batrachotrematidae	3669965	worms:468958,gbif:3197,irmng:109478	ott3669965	
Leucochloridiidae	722492	ncbi:138582,worms:108464,gbif:6396,irmng:113053	ott722492	
Knemidokoptidae	414416	ncbi:387953,gbif:2840,irmng:108577	ott414416	
Aristeidae	944608	worms:106725,ncbi:111524,gbif:8021,irmng:108426	ott944608	
Gemmatimonadaceae	264370	silva:AB072735/#5,ncbi:219687,worms:571301,gbif:4721,irmng:105248	ott264370	
Pontogeneiidae	1075608	worms:176946,ncbi:1109126,gbif:3254551,irmng:110287	ott1075608	
Eulophidae	606801	ncbi:107755,worms:989422,gbif:5505,gbif:4679688,irmng:100507,irmng:108835	mrcaott1216ott41826	
Mogoplistidae	4186638	ncbi:1301073,worms:707535,gbif:3994,irmng:106085,irmng:109545	ott4186638	
Feltriidae	3539701	ncbi:322634,gbif:7491,irmng:107388	ott3539701	
Embiidae	830703	ncbi:186136,gbif:2061,irmng:117666	ott830703	
Phrurolithidae	6170117	ncbi:1958831,gbif:8234102	mrcaott432787ott3543433	
Apsiktratidae	4031395	gbif:7799513,irmng:114182	ott4031395	
Gonatozygaceae	684006	ncbi:52234,gbif:7484177	ott684006	
Megalariaceae	818902	if:80984,ncbi:388444,gbif:8319,irmng:108380	ott818902	
Cytheruridae	212764	ncbi:182548,worms:127498,gbif:5198,irmng:109412	ott212764	
Durvillaeaceae	9570	ncbi:91050,worms:368762,gbif:7730,irmng:108270	ott9570	
Shinisauridae	1089609	ncbi:102263,gbif:6103426	ott1089609	
Tritoniidae	650630	worms:183,ncbi:70851,gbif:2636,irmng:111036	ott650630	
Projapygidae	5006967	gbif:5845,irmng:105476	ott5006967	
Cantharellaceae	183998	if:80552,ncbi:57201,gbif:8457,irmng:110389	ott183998	
Clausophyidae	1062849	worms:135337,ncbi:316198,gbif:8180,irmng:109192	ott1062849	
Ricinoididae	623669	ncbi:88345,gbif:7397,irmng:109012	ott623669	
Papillodermatidae	2882481	gbif:4566442,irmng:118663	ott2882481	
Penaeidae	212711	worms:106727,ncbi:6685,gbif:4551,irmng:100854	ott212710	
Notodelphyidae	415515	ncbi:610325,worms:106421,gbif:9084,irmng:109084	ott415515	
Microstromataceae	754233	if:80010,ncbi:62917,gbif:7598,irmng:108186	ott754233	
Anacanthobatidae	802681	ncbi:1072510,worms:148828,gbif:5881,irmng:111584	ott802681	
Paraulopidae	20880	ncbi:509847,worms:267001,gbif:2965,irmng:105139	ott20880	
Euzebyaceae	1027631	silva:AB257636/#5,ncbi:908622,worms:572873,gbif:6108601,irmng:121431	ott1027631	
Phalacrocleptidae	2828909	worms:425481,gbif:7614383,irmng:111922	ott2828909	
Thurniaceae	333072	ncbi:75428,gbif:4245,irmng:113166	ott333072	
Porphyrocrinidae	487402	ncbi:707773,worms:412714,gbif:4340675,irmng:110244	ott487402	
Gypsoplacaceae	818904	if:81990,ncbi:388442,gbif:8327,irmng:109382	ott818904	
Platyischnopidae	4674105	worms:236742,gbif:4454,irmng:110210	ott4674105	
Pallaviciniaceae	237153	ncbi:71399,worms:426117,gbif:2272,irmng:113763	ott237153	
Plagiochilaceae	160025	ncbi:53016,gbif:2278,irmng:114276	ott160025	
Synbranchidae	765110	ncbi:43698,worms:154579,gbif:2223,irmng:111426	ott765110	
Gallaceaceae	5296970	if:530435,gbif:7620,irmng:106317	ott5296970	
Leucaltidae	948678	ncbi:196262,worms:131620,gbif:7746,irmng:114486	mrcaott11502ott281702	
Nototheniidae	258647	ncbi:8206,worms:151404,gbif:8549,irmng:111108	mrcaott15200ott303035	
Arcyriaceae	5156362	ncbi:1334519,gbif:8432,irmng:107061	ott5156362	
Nordiidae	352944	ncbi:211315,worms:834523,gbif:3249165,irmng:117201	ott352944	
Guaibasauridae	4145580	gbif:4966041	ott4145580	
Diplopeltoididae	5004026	ncbi:1881572,worms:834632,gbif:7020398,irmng:120036	ott5004026	
Rhynchokarlingiidae	3664939	worms:155997,gbif:3031,irmng:105805	ott3664939	
Pseudosphaeritaceae	4807224	gbif:8286,irmng:107657	ott4807224	
Scytosiphonaceae	303539	ncbi:2891,worms:143777,gbif:8501,irmng:109040	ott303539	
Metapseudidae	643406	worms:136155,ncbi:401321,gbif:5422,irmng:109298	mrcaott106940ott106950	
Polyaspididae	866146	ncbi:296227,worms:150336,gbif:6082,gbif:3253789,irmng:109004	ott866146	
Urothoidae	115761	worms:101412,ncbi:317544,gbif:4468,irmng:109672	ott115761	
Zanclorhynchidae	5852314	ncbi:1545912,worms:843669,gbif:7650022	ott5852314	
Helioporidae	233167	worms:196193,ncbi:86513,gbif:8203,irmng:100866	ott233167	
Novodiniidae	1038499	ncbi:467012,gbif:3249727,irmng:109389	ott1038499	
Hormosinellidae	4806362	worms:414827,gbif:6534339,irmng:120917	ott4806362	
Oxyopidae	1002951	ncbi:93704,gbif:5636,irmng:100324	ott1002951	
Pseudanthessiidae	347471	ncbi:298442,worms:128591,gbif:9143,irmng:106926	mrcaott92628ott102494	
Hartertiidae	3588624	worms:834799,gbif:4557373,irmng:118023	ott3588624	
Bathysauridae	712833	ncbi:172132,worms:266998,gbif:2962,irmng:111417	ott712833	
Cydnidae	189555	ncbi:236375,gbif:6989,irmng:105053	ott189555	
Pallopteridae	855967	ncbi:286447,worms:987188,gbif:5579,irmng:100914	ott855967	
Cassidulinidae	111458	ncbi:203408,worms:111914,gbif:7753765,irmng:113241	ott111458	
Prismatolaimidae	1068052	ncbi:129858,worms:227124,gbif:2577,irmng:110512	ott1068052	
Falklandellidae	6188368	worms:720710,gbif:8218057	ott6188368	
Pacisporaceae	869931	if:82126,ncbi:259895,gbif:7621,irmng:115396	ott869931	
Diplogasteridae	6893	ncbi:50861,worms:227138,gbif:6484,irmng:115035	ott6893	
Biantidae	452814	ncbi:118597,gbif:4661517,irmng:108241	ott452814	
Neurostigmatidae	3435288	ncbi:1476853	ott3435288	
Cylindrocapsaceae	5153389	worms:599607,gbif:4847,irmng:107698	ott5153389	
Actinostolidae	810981	worms:100655,ncbi:86589,gbif:9203,irmng:109113	mrcaott7012ott285920	
Vibiliidae	104275	worms:101426,ncbi:371508,gbif:4470,irmng:121405,irmng:109674	ott104275	
Ximeniaceae	873728	ncbi:1003242,gbif:4930777,irmng:119757	ott873728	
Trichocoleaceae	683250	ncbi:53020,gbif:6127,irmng:113406	ott683250	
Hydnangiaceae	850291	if:80874,ncbi:330899,worms:178055,gbif:8445,irmng:108967	ott850291	
Leptognathiidae	2989397	worms:237596,gbif:8915,irmng:108617	ott2989397	
Normanellidae	2954259	ncbi:610303,worms:115165,gbif:9106,irmng:108016	ott2954259	
Plagiostomidae	831698	ncbi:79797,worms:142075,gbif:3132,irmng:113562	ott831698	
Metrioppiidae	3529550	gbif:7451,irmng:105394	ott3529550	
Acetobacteraceae	551974	silva:D30768/#5,ncbi:433,worms:570909,gbif:4728,irmng:106112	ott551974	
Caproidae	816156	ncbi:31098,worms:125613,gbif:8512,irmng:114350	ott816156	
Tamaricaceae	942004	ncbi:63083,worms:414899,gbif:6632,irmng:119637	ott942004	
Cupressaceae	620757	ncbi:3367,gbif:8144,gbif:3230358,irmng:114669,irmng:115524,irmng:111966	ott620757	
Pectinidae	975312	worms:213,ncbi:6566,gbif:3472,irmng:115891	ott975312	
Eutetrarhynchidae	771373	ncbi:137579,worms:104950,gbif:5954,irmng:109827	ott771373	
Eumunididae	4669103	worms:562590,gbif:4646445,irmng:118951	mrcaott12778ott37561	
Schizoplacidae	960367	worms:385498,ncbi:291903,gbif:4305065,irmng:111125	ott960367	
Alvinocarididae	1033570	worms:106779,ncbi:1094902,gbif:4473,irmng:107209	ott1033570	
Orobdellidae	851263	ncbi:1133085,gbif:9611514	ott851263	
Capilloventridae	219218	ncbi:251437,worms:370516,gbif:4307618,irmng:107726	ott219218	
Crotalomorphidae	5127649	gbif:6880349,irmng:120517	ott5127649	
Hofsteniidae	350404	ncbi:442649,worms:142037,gbif:6265,irmng:114426	ott350404	
Haaseidae	3516237	ncbi:421786,worms:888725,gbif:7240,irmng:112171	ott3516237	
Cytaeididae	902443	worms:22801,ncbi:413643,gbif:8184,irmng:107609	ott902443	
Blasiidae	279696	ncbi:400709	ott279696	
Eohypsibiidae	349342	ncbi:290167,worms:342535,gbif:6359,irmng:115625	ott349342	
Williamwhitmaniaceae	7008787	ncbi:2038695	ott7008787	
Pseudovalsaceae	4053767	if:81621,gbif:8414,irmng:106206	ott4053767	
Luciobliviidae	506753	worms:510605,ncbi:353630,gbif:5864397,irmng:121337	ott506753	
Ithonidae	26333	ncbi:63912,gbif:5012,irmng:100988,irmng:111282	ott26333	
Scheuchzeriaceae	208899	ncbi:27005,gbif:3723,irmng:119541	ott208899	
Mekosuchidae	6150104	gbif:8016514	ott6150104	
Cyamidae	811372	worms:158318,ncbi:335535,gbif:7982,irmng:108293	ott811372	
Tetragonidiaceae	4739118	worms:599714,gbif:7119,irmng:107782	ott4739118	
Heligmonellidae	369895	ncbi:27833,gbif:3249020,irmng:118098	ott369895	
Gonatidae	629522	worms:11743,ncbi:61710,gbif:6823,irmng:110965	ott629522	
Sigmoideomycetaceae	157888	if:81952,ncbi:78905,gbif:7554,irmng:107825	ott157888	
Coelospheridae	755117	ncbi:356789	ott755117	
Dipluridae	930871	ncbi:88327,gbif:3408,irmng:100335	ott930871	
Biebersteiniaceae	126941	ncbi:91850,gbif:4908001,irmng:115764	ott126941	
Hirudinellidae	3670319	ncbi:1389719,worms:108472,gbif:2536,irmng:114425,irmng:112501	ott3670319	
Pterospermopsidaceae	8011299	gbif:10159934	ott8011299	
Roseiarcaceae	5580770	ncbi:1643957,gbif:9377687	ott5580770	
Morganellaceae	5998953	ncbi:1903414,gbif:10010535	ott5998953	
Glyptograpsidae	573887	worms:414818,ncbi:151183,gbif:3867,irmng:106399	ott573887	
Cercomegistidae	80134	ncbi:176287,gbif:4549813,irmng:108639	ott80134	
Notorotaliidae	4806494	ncbi:1659656,worms:478605,gbif:6535258,irmng:121309	ott4806494	
Spirasigmidae	2840312	worms:171272,gbif:4912,irmng:106608	ott2840312	
Gobiidae	308741	ncbi:8220,worms:125537,worms:151423,gbif:8544,gbif:4274,irmng:110302,irmng:113010	mrcaott7815ott9211	
Campynemataceae	862624	ncbi:284477,gbif:7696,irmng:115778	ott862624	
Sphyrnidae	561376	ncbi:376648,worms:105694,gbif:2207,irmng:114213	ott561376	
Chlamydoselachidae	1093534	ncbi:27583,worms:105698,gbif:2205,irmng:114903	ott1093534	
Calopterygidae	866417	ncbi:50489,worms:890528,gbif:4211,irmng:114750,irmng:100377	ott866417	
Meloidogynidae	598088	ncbi:315429,worms:834841,gbif:4556279,irmng:100417	ott598088	
Brevinemataceae	778043	silva:L31544/#5,ncbi:1100104,gbif:4903382,irmng:104739	ott778043	
Zoroasteridae	658161	ncbi:136946,worms:123125,gbif:9471,irmng:101376	ott658161	
Trebouxiaceae	5584544	ncbi:2507902,worms:599722,gbif:6784730,irmng:120735	ott5584544	
Fasciolariidae	700418	worms:23038,ncbi:6486,gbif:6776,irmng:105499	ott700418	
Derichthyidae	65734	ncbi:118158,worms:125428,gbif:7166,irmng:120803,irmng:109999	mrcaott417201ott690855	
Cadlinidae	2876287	worms:151277,gbif:4359821,irmng:119909	ott2876287	
Lyonsiidae	112617	worms:10527,ncbi:120440,gbif:6867,irmng:104975	ott112617	
Urostylididae	603647	ncbi:7527,gbif:5431354,irmng:105364	ott603647	
Lophopidae	266904	ncbi:130614,gbif:8588,irmng:109852	ott266904	
Protodiniferaceae	4038160	worms:231795,gbif:7695118,irmng:105979,irmng:107413	ott4038160	
Bohartillidae	3013553	gbif:4289900,irmng:100875	ott3013553	
Neogeophilidae	3518239	gbif:4076,irmng:109718	ott3518239	
Braconidae	678079	ncbi:7402,worms:989384,gbif:6910,irmng:100023	ott678079	
Seiridae	7129101	ncbi:2016770	ott7129101	
Aquamycetaceae	3685322	if:511773,ncbi:1395668,gbif:7567,irmng:100556	ott3685322	
Claroteidae	3624237	ncbi:2485743,worms:397230,gbif:8979,irmng:120676	mrcaott125511ott1057299	
Ameroseiidae	820182	ncbi:704095,gbif:2834,irmng:108921	ott820182	
Golbergiidae	4038830	if:90443,gbif:7710504,irmng:121891	ott4038830	
Gecarcinucidae	178271	worms:439035,ncbi:168676,gbif:3254308,irmng:100424	ott178271	
Planopilumnidae	4669122	worms:439094,gbif:4647531,irmng:118868	ott4669122	
Hyaenidae	397138	ncbi:9676,gbif:5306,irmng:104702	ott397138	
Sphaerobacteraceae	282093	silva:AJ420142/#5,ncbi:85002,worms:571464,gbif:3850,irmng:106178	ott282093	
Myxogastromycetidae	410490	ncbi:137627	ott1064655	Maps to same node as: Myxogastromycetidae - Didymiaceae
Nepenthaceae	587621	ncbi:4374,gbif:6682,irmng:113164	ott587621	
Kordiimonadaceae	5169241	silva:AJ633979/#5,ncbi:1331809,gbif:7811,irmng:104417	ott5169241	
Crambeidae	644862	ncbi:283433,worms:131651,gbif:8982,irmng:106307	mrcaott357708ott359086	
Parabambusicolaceae	6377812	ncbi:1898408,gbif:9719764	ott6377812	
Renicolidae	879249	ncbi:138594,worms:108451,gbif:3186,irmng:114727	ott879249	
Stemonitidae	1037479	ncbi:137615,gbif:8431,irmng:107594	ott1037479	
Proisocrinidae	487403	ncbi:707774,worms:246657,gbif:4340660,irmng:110245	ott487403	
Potamolepidae	174865	ncbi:283988,worms:167070,gbif:4305748,irmng:105812,irmng:113452	ott174865	
Dotidae	536797	worms:187,ncbi:71468,gbif:7040,gbif:3243699,irmng:118953	ott536797	
Assulinidae	5257317	silva:AJ418791/#8	ott5257317	
Blattabacteriaceae	563479	silva:X75622/#5,ncbi:39782,worms:559935,gbif:8098,irmng:112542	ott563479	
Bertiaceae	302392	if:82053,ncbi:307583,gbif:8410,irmng:100975	ott302392	
Calophyllaceae	267866	ncbi:703253,gbif:4907584,irmng:118772	ott267866	
Sylviornithidae	3596121	gbif:4966433	ott3596121	
Procyliosomatidae	5006761	worms:888818,gbif:6188730	ott5006761	
Tritirachiaceae	772268	if:561069,ncbi:1055548,gbif:3297128	ott772268	
Cervidae	460505	ncbi:9850,worms:993628,gbif:5298,irmng:115925	ott460505	
Aturidae	3539615	ncbi:322632,gbif:7488,irmng:107993	ott3539615	
Ctenoplanidae	3684174	worms:264868,gbif:5122,irmng:110057	ott3684174	
Corallimorphidae	884134	worms:100685,ncbi:44296,gbif:8181,irmng:109198	ott905399	
Fringillidae	839319	ncbi:9133,worms:159390,gbif:5242,irmng:109947	mrcaott4083ott370807	
Gomphidae	231505	ncbi:107808,gbif:4486,irmng:101728	mrcaott28874ott45380	
Anyphaenidae	797486	ncbi:243500,worms:509793,gbif:7358,irmng:104966	ott725332	Maps to same node as: Anyphaenidae - Gnaphosidae
Jubisentidae	7875880	gbif:9998368	ott7875880	
Trichomycteridae	967334	ncbi:30994,worms:154621,gbif:9230,irmng:110568	ott967334	
Halothiobacillaceae	17902	silva:M90662/#5,ncbi:255526,worms:570410,gbif:8971,irmng:104638	ott17902	
Ologamasidae	193814	ncbi:91337,worms:877654,gbif:7242,irmng:108728	ott193814	
Trigonidiidae	848256	ncbi:494411,worms:707490,gbif:3259633,irmng:112415	ott848256	
Chitinispirillaceae	5890864	ncbi:1860138,gbif:9602998	ott5890864	
Deinococcaceae	577715	silva:D78365/#5,ncbi:183710,worms:571137,gbif:8109,irmng:104472	ott577715	
Aulolaimidae	746735	ncbi:293852,worms:227122,gbif:2611,irmng:106525	ott746735	
Phrymaceae	738841	study713:73,ncbi:41399,gbif:4194986,irmng:119248	ott738841	
Oehserchestidae	5128254	ncbi:386821,gbif:4542890,irmng:108727	ott5128254	
Ichthyophonidae	5248820	silva:U25637/#6,ncbi:2586436	ott5248820	
Escadabiidae	656935	ncbi:864076,gbif:6880243,irmng:120176	ott656935	
Sphaerogerinidae	8020415	gbif:9791568	ott8020415	
Liliaceae	781605	ncbi:4677,worms:382480,gbif:7699,irmng:114848	mrcaott1439ott12986	
Picrodendraceae	62391	ncbi:233881,gbif:4693,irmng:118854	ott62391	
Bucconidae	483802	ncbi:135166,gbif:5703,irmng:105711	ott483802	
Gammaracanthidae	4674731	worms:101381,gbif:7987,irmng:106398	ott4674731	
Flabellidae	411991	worms:135075,ncbi:91455,gbif:8194,irmng:100151	ott411991	
Anapronoidae	2987178	worms:488594,gbif:8334,irmng:109937	ott2987178	
Epimeriidae	460293	worms:101379,ncbi:176909,gbif:4433,irmng:106503	ott460293	
Myenchidae	5004048	worms:834846,gbif:3249039,irmng:110785	ott5004048	
Phaneropsolidae	3672266	ncbi:1550888,gbif:6483778,irmng:121534	ott3672266	
Dentaliidae	901179	worms:202,ncbi:39426,gbif:3323,irmng:104587	ott901179	
Mesotretidae	3670539	gbif:4414945,irmng:110639	ott3670539	
Oziidae	600892	worms:439032,ncbi:689451,gbif:3254035	ott600892	
Cylindrotomidae	183722	ncbi:702680,gbif:9484,irmng:106809	ott183722	
Dinocloniaceae	4925419	gbif:8871691,irmng:107904	ott4925419	
Heteropterygidae	133519	ncbi:262140,gbif:5529,irmng:117826	ott133519	
Istiophoridae	280949	ncbi:27768,worms:125539,gbif:9670,irmng:110345	ott280949	
Andvakiidae	303354	worms:100659,ncbi:491810,gbif:4339241,irmng:107260,irmng:115547	ott303354	
Schizopteridae	580142	ncbi:237200,gbif:7897,irmng:110868	ott580142	
Orthopsyllidae	2953845	worms:115167,gbif:5007,irmng:106571	ott2953845	
Noctilionidae	759861	ncbi:94957,gbif:5447,irmng:105650	ott759861	
Pyrochroidae	413960	ncbi:55098,gbif:4756,irmng:101004	ott413960	
Teratembiidae	830699	ncbi:186133,gbif:2063,irmng:112409	ott830699	
Ektaphelenchidae	28496	ncbi:634669,gbif:4559378,irmng:118487	ott28496	
Aphyonidae	3630084	ncbi:1367207,worms:125502,gbif:4219,irmng:105543	ott3630084	
Sesiidae	176257	ncbi:106496,gbif:5340,irmng:110877	ott176257	
Berycidae	118776	ncbi:88661,worms:125456,gbif:7193,irmng:114356	ott118776	
Umbelopsidaceae	5257415	if:82139,ncbi:1403793,gbif:8279,irmng:117727	ott5257415	
Entonyssidae	4698738	gbif:4663759,irmng:108950	ott4698738	
Asterigerinidae	4804834	ncbi:1659664,worms:414766,gbif:8230409,irmng:112977	ott4804834	
Naticidae	361914	worms:145,ncbi:208830,gbif:7072,irmng:114368	ott361914	
Entodontaceae	1005901	ncbi:90280,gbif:9688,irmng:114811	ott1005901	
Proteidae	630300	ncbi:166053,gbif:6749,irmng:103656	ott630300	
Allosphaeriidae	4030446	gbif:7391699	ott4030446	
Cretamyzidae	3449381	gbif:4386858	ott3449381	
Philosciidae	181707	worms:246825,ncbi:96825,gbif:8896,irmng:110476	ott181707	
Gerrardinaceae	248607	ncbi:426694,gbif:3597502,irmng:118777	ott248607	
Cyathocotylidae	786357	ncbi:235156,worms:108458,gbif:3154,irmng:111016	ott786357	
Moundthripidae	6324000	gbif:8692196	ott6324000	
