name, ottid, sources, flags
Tubinellidae, 4806407, gbif:6536370,irmng:120915, sibling_higher,barren
Sinonemestriidae, 6269672, gbif:8514914, sibling_higher,extinct,barren
Emucarididae, 4704253, gbif:4633726,irmng:118667, major_rank_conflict,extinct,barren
Litonotidae, 215592, ncbi:197908,worms:341315,gbif:8415977,irmng:119524, sibling_higher,merged,barren
Stelidiocrinidae, 7673602, gbif:9325330, major_rank_conflict
Thenarocrinidae, 7673718, gbif:9344244, major_rank_conflict,extinct
Circothecidae, 2924439, gbif:4863645,irmng:111328, major_rank_conflict,extinct
Colostethidae, 7648970, gbif:9377971, major_rank_conflict,extinct,barren
Sphegidae, 5038352, gbif:3258977,irmng:116823, sibling_higher,barren
Paulinitidae, 4980040, gbif:4810788,irmng:102125, sibling_higher,extinct
Caenomorphidae, 583304, ncbi:59997,worms:163173,gbif:7917629,irmng:114764, inconsistent,barren
Sespedectidae, 3615599, gbif:4826474,irmng:111985, sibling_higher,extinct,barren
Amphicentridae, 4142861, gbif:4839301,irmng:101498, major_rank_conflict,extinct,barren
Lissajousithyrididae, 4970163, gbif:3252175,irmng:117350, sibling_higher,extinct
Ostreopsidaceae, 560911, ncbi:58154,worms:109431,gbif:7787950,irmng:106489, inconsistent,barren
Bauriidae, 4128193, gbif:4817663,irmng:116721, unplaced,major_rank_conflict,extinct
Microbaciidae, 6370903, gbif:8489794, sibling_higher,extinct,barren
Sygambritidae, 7942153, gbif:9350361, major_rank_conflict,barren
Archaeoprionidae, 4980027, gbif:4810584,irmng:102127, sibling_higher,extinct,barren
Rozmanariidae, 2931817, gbif:4869688,irmng:102397, sibling_higher,extinct,barren
Permochitonidae, 2867865, gbif:4584623,irmng:111538, sibling_higher,extinct,barren
Palorchestidae, 3607096, gbif:4826113,irmng:103485, extinct
Unident-Rosaceae, 4729540, gbif:7988640,irmng:1311536, sibling_higher,barren
Helicogoniaceae, 6379207, gbif:7799440, inconsistent,barren
Empelidae, 3351153, gbif:4946274, sibling_higher,extinct,barren
Jamrogiidae, 7907391, gbif:9273557, major_rank_conflict,extinct_inherited,barren
Lunulacardiidae, 4967866, worms:833118,gbif:3247469,irmng:100082, extinct
Oboriphlebiidae, 3006579, gbif:4683460,irmng:101706, sibling_higher,extinct,barren
Buckleyzymaceae, 8009795, gbif:9802143, major_rank_conflict,barren
Rhinosteidae, 4141251, gbif:4853038,irmng:101472, major_rank_conflict,extinct,barren
Aceraceae, 7058130, ncbi:910345,gbif:6660, barren
Gomphotheriidae, 4943125, gbif:3240494,irmng:103516, extinct
Helocarpaceae, 4063193, gbif:3403231,irmng:110143, merged,barren
Baekduiaceae, 7006238, ncbi:2600303, merged,barren
Desmacystidae, 4150093, gbif:4854020,irmng:105816, sibling_higher,barren
Tancrediidae, 4966873, worms:833364,gbif:3247750,irmng:114976, extinct
Anagalidae, 3607434, gbif:4834400,irmng:101997, sibling_higher,extinct
Liadopsyllidae, 4222182, gbif:4772003,irmng:112471, sibling_higher,merged,extinct,barren
Exocolpodidae, 4030346, gbif:7539748,irmng:100119, sibling_higher,merged,barren
Strabidae, 5681107, worms:833077,gbif:8330677, extinct,barren
Indianidae, 5093725, gbif:4808343,irmng:118303, sibling_higher,extinct
Ornithodesmidae, 4126944, gbif:4818539,irmng:117088, extinct
Deperetellidae, 4942770, gbif:3239474,irmng:112283, merged,extinct,barren
Hetairacyathidae, 2843284, gbif:4580669,irmng:118107, major_rank_conflict,extinct
Mylostomatidae, 4143987, gbif:4852986,irmng:101422, major_rank_conflict,extinct,barren
Harpotothyrididae, 2933010, gbif:4868754,irmng:118022, sibling_higher,extinct
Microcomidae, 6372186, gbif:8491948, sibling_higher,barren
Emiluviidae, 4004643, gbif:4904878,irmng:118569, extinct
Glandulonodosariidae, 4806358, worms:578380,gbif:6537241,irmng:121447, sibling_higher,extinct
Otocelidae, 3665592, gbif:4859942,irmng:110830, sibling_higher,barren
Molpadiodemidae, 7671217, gbif:9570491, merged,barren
Serpentivenidae, 4664945, gbif:4683174,irmng:112707, sibling_higher,extinct
Chattonellaceae, 936627, ncbi:658124,worms:160583,gbif:4377329,irmng:106011,irmng:121467, sibling_higher,merged,barren
Catoptridae, 4669199, gbif:4647327,irmng:117585, sibling_higher,barren
Nephridiophagidae, 191680, ncbi:287987,gbif:4897981,irmng:117561, incertae_sedis
Procramptonomyiidae, 4523607, gbif:3264380,irmng:103156,irmng:105560, sibling_higher,extinct
Chabakoviaceae, 4742778, gbif:4907136,irmng:105296, major_rank_conflict,extinct
Stalicoolithidae, 7665686, gbif:9344473, unplaced,major_rank_conflict,barren
Septiferidae, 6343629, gbif:8513320, major_rank_conflict,extinct,barren
Kodonophyllidae, 5142966, gbif:3251025,irmng:102153, major_rank_conflict,extinct
Linguaserridae, 6162228, gbif:8664488, major_rank_conflict,extinct
Euthacanthidae, 4143059, gbif:4842713,irmng:102847, major_rank_conflict,extinct
Tiguassuidae, 7917158, gbif:9246567, major_rank_conflict,barren
Callocystitidae, 4950982, gbif:3249391,irmng:111779, major_rank_conflict,extinct
Miroviaceae, 4736827, gbif:10385804,irmng:111802, barren
Sactosomatidae, 5308123, gbif:6758689,irmng:120493, major_rank_conflict,barren
Sowerbyidae, 2857775, worms:833363,gbif:4589547,irmng:100736, extinct
Palaeopharidae, 5692638, worms:833297,gbif:8331947, extinct
Emmrichellidae, 4707764, gbif:4634421,irmng:117081, extinct
Macellolophidae, 7692184, gbif:9245670, sibling_higher,barren
Hexagenitidae, 3006606, gbif:4683924,irmng:112191, sibling_higher,extinct
Ceratinidae, 6138213, gbif:8278965, major_rank_conflict,barren
Lagostomyidae, 4140592, gbif:6142013, major_rank_conflict,extinct,barren
Ceratopsidae, 4947034, gbif:3238858,irmng:117135, sibling_higher,extinct
Attheyaceae, 477934, ncbi:265577,worms:160518,gbif:2919,irmng:105145, sibling_higher,merged,barren
Pachytylopsidae, 4664977, gbif:4683158,irmng:111498, extinct
Kadosactidae, 7506809, ncbi:478436, merged,barren
Eimeriidae, 6383019, irmng:113001, sibling_higher,hidden,barren
Mongolarachnidae, 6174135, gbif:8696496, sibling_higher
Lobothyrididae, 2932979, gbif:4869126,irmng:117432, merged,extinct,barren
Blattisocidae, 7681682, gbif:9496753, sibling_higher,barren
Chiniquodontidae, 4130077, gbif:4817784,irmng:113586, unplaced,major_rank_conflict,extinct
Argynnidae, 6138016, gbif:8380609, major_rank_conflict,barren
Akalyptoischiidae, 5089186, gbif:6994219,irmng:119957, sibling_higher,barren
Zosimidae, 6376323, gbif:7430100, major_rank_conflict,barren
Conotrochamminidae, 4806409, worms:526303,gbif:4906432,irmng:110764, extinct
Apidosiidae, 7653593, gbif:9543852, major_rank_conflict,extinct,barren
Nototyladaceae, 6001945, gbif:7473658, barren
Symmetrocapulidae, 2916710, worms:833847,gbif:4605532,irmng:101040, extinct,barren
Kambaitipsychidae, 7726389, gbif:9986686, sibling_higher,barren
Archaesphaerodiniopsidaceae, 4036363, worms:109419,gbif:7848100, barren
Dimeropygidae, 4707854, gbif:4637695,irmng:116601, extinct
Hirsutospirellidae, 4918797, worms:720960,gbif:8143649,irmng:111688, incertae_sedis_inherited,extinct
Rachyceridae, 4524226, gbif:6134808, sibling_higher,barren
Areosporiidae, 5584462, worms:819412,gbif:7696249, incertae_sedis
Neocytherettidae, 2965239, gbif:6128022, sibling_higher,barren
Rhynchophryidae, 2828893, worms:425475,gbif:8305419,irmng:121610, sibling_higher,barren
Undellidae, 601863, ncbi:1176381,worms:172430,gbif:8355053,irmng:105784, merged,barren
Lichidae, 5130809, gbif:3267055,irmng:115255, extinct
Groeberellidae, 5681083, worms:833217,gbif:7366933, extinct
Planelytridae, 4665175, gbif:4683309,irmng:103415, major_rank_conflict,extinct
Spalacotheriidae, 4945715, gbif:4825799,irmng:103724, major_rank_conflict,extinct
Laevitrigoniidae, 5681091, worms:833240,gbif:8117631, extinct
Callorhynchidae, 7060893, gbif:3239168, 
Earlandiidae, 4804332, worms:720897,gbif:8333654,irmng:111975, incertae_sedis_inherited,extinct
Polymastodontidae, 4143071, gbif:4968766, major_rank_conflict,extinct,barren
Elcanidae, 4187491, gbif:4713488,irmng:102109, sibling_higher,merged,extinct,barren
Apoharknessiaceae, 7517360, ncbi:2041451, barren
Amphistrophiidae, 4163591, gbif:4864777,irmng:102100, extinct
Kootenichelidae, 6177029, gbif:8443707, major_rank_conflict
Liassoscorpionididae, 5124443, gbif:6880324,irmng:120432, sibling_higher,extinct
Psammophidae, 7665656, gbif:9382629, extinct,barren
Fusionidae, 4032424, irmng:114823, sibling_higher,hidden,barren
Trilocularidae, 7987185, gbif:9153367, major_rank_conflict,barren
Vojnovskyaceae, 5154007, gbif:3230278,irmng:111970, extinct
Christianiidae, 4164152, gbif:4867256,irmng:102721, extinct
Carbotripluridae, 4174953, gbif:4770430,irmng:118767, extinct
Lanarkiidae, 6372833, gbif:8547858, major_rank_conflict,extinct
Astrangiidae, 4715739, gbif:4879283,irmng:118458, sibling_higher,barren
Tephrodornithidae, 3599759, gbif:6100821, inconsistent,barren
Syringonautilidae, 2867951, gbif:4624974,irmng:112146, sibling_higher,extinct
Regulidae, 5846362, worms:558580,gbif:5279,irmng:106643, sibling_higher,barren
Pacullidae, 5127425, gbif:3253102,irmng:108909, merged,barren
Limipectinidae, 5681038, worms:833184,gbif:7970842, extinct,barren
Actinostromarianinidae, 2843141, gbif:4583145,irmng:112247, sibling_higher,extinct,barren
Segnosauripodidae, 8001885, gbif:4941109, major_rank_conflict,extinct,barren
Gigartacontidae, 985453, ncbi:278123, inconsistent,barren
Pustuloporidae, 4151037, worms:467888,gbif:5659,irmng:113659, unplaced
Megacrioceratidae, 2869537, gbif:4626853,irmng:117546, sibling_higher,extinct
Chlorolestidae, 5764649, gbif:3265178,irmng:101033, sibling_higher,barren
Ctenorhabdotidae, 3684278, worms:559326,gbif:6471679,irmng:121072, incertae_sedis,extinct
Galatheacarididae, 316719, ncbi:798225,gbif:4304462,irmng:107019, sibling_higher,merged,barren
Unident-Liliaceae, 5322370, gbif:7945975,irmng:1345791, barren
Palawaniaceae, 7512524, ncbi:2003646, incertae_sedis,merged,barren
Karpinskiosauridae, 6372792, gbif:8487619, major_rank_conflict,extinct,barren
Mancodiniaceae, 4035677, gbif:9218387,irmng:103731, sibling_higher,extinct
Ptygmatisidae, 7983104, gbif:9517471, major_rank_conflict,extinct,barren
Macgowaniidae, 7657474, gbif:8690316, unplaced,major_rank_conflict,extinct,barren
Mystrophoridae, 4971588, gbif:3252051,irmng:102194, extinct,barren
Longobarditidae, 2869297, gbif:4622726,irmng:101201, sibling_higher,extinct
Exocoelactiidae, 4716439, gbif:9206,irmng:109272, sibling_higher,barren
Rophitidae, 6375657, gbif:8386175, major_rank_conflict,barren
Acanthochiasmidae, 280293, ncbi:1127098,worms:367346,gbif:7861330,irmng:113036, inconsistent,barren
Leptotheuthidae, 7941396, gbif:9584817, major_rank_conflict,extinct,barren
Gymnophlaeaceae, 4742517, gbif:4901273,irmng:106735, sibling_higher,inconsistent,barren
Hedraiophryidae, 4739154, gbif:4901022,irmng:112984, sibling_higher,barren
Tropiastreidae, 4716082, gbif:4879208,irmng:119607, sibling_higher,extinct
Carinachitidae, 4718080, gbif:4883328,irmng:102505, major_rank_conflict,extinct
Nyctiphruretidae, 4127917, gbif:4819477,irmng:112206, unplaced,major_rank_conflict,extinct
Acanthonematidae, 2916290, worms:833876,gbif:4617161,irmng:112663, sibling_higher,hidden_inherited,extinct
Prunellidae, 3599641, gbif:5273,irmng:104834, merged,barren
Herpetotheriidae, 4950144, gbif:4975152, major_rank_conflict
Pityriasidae, 6153788, gbif:7735319, sibling_higher,barren
Gylactaceae, 6376712, gbif:7915023, major_rank_conflict,barren
Boveriidae, 5672683, gbif:8085925, sibling_higher,merged,barren
Leiostegiidae, 5130789, gbif:3266669,irmng:116444, sibling_higher,merged,extinct,barren
Cinclidotaceae, 3865065, gbif:6348,irmng:106539, sibling_higher,merged,barren
Hyphalosauridae, 4128909, gbif:4823711,irmng:118218, unplaced,major_rank_conflict,extinct
Kotlassiidae, 3621231, gbif:4816384,irmng:103870, major_rank_conflict,extinct
Rhizodopsidae, 4141379, gbif:4836876,irmng:103930, major_rank_conflict,extinct
Psilocephalidae, 7668074, gbif:9279016, major_rank_conflict,extinct,barren
Dasyatididae, 6139141, gbif:4825036, sibling_higher,barren
Asterocyclinidae, 4803047, worms:720957,gbif:8346844,irmng:110693, sibling_higher,extinct
Craspedophyllidae, 4717479, gbif:4881428,irmng:112813, extinct
Sphooceratidae, 2873201, gbif:4622049,irmng:100739, major_rank_conflict,extinct
Stenocybusidae, 4129578, gbif:4817819,irmng:119291, unplaced,major_rank_conflict,extinct,barren
Lepidodactylidae, 3620438, gbif:6135566, sibling_higher,barren
Rhizodontidae, 4142582, gbif:4838295,irmng:103929, major_rank_conflict,extinct
Gabreyaspididae, 4142505, gbif:4815541,irmng:101278, major_rank_conflict,extinct,barren
Scriniocassiaceae, 4035758, gbif:8747648,irmng:102182, sibling_higher,extinct
Mongoloceratidae, 2871326, gbif:4627174,irmng:117697, sibling_higher,extinct
Acrochordiceratidae, 2869778, gbif:4623054,irmng:112567, sibling_higher,extinct
Dickinsoniidae, 4722416, gbif:4579248,irmng:101384, major_rank_conflict,extinct,barren
Redfieldiidae, 4949637, gbif:3238237,irmng:101795, major_rank_conflict,extinct
Corumbellidae, 4717954, gbif:4883240,irmng:102520, major_rank_conflict,extinct,barren
Anomalocarididae, 4708904, gbif:4666708,irmng:118247, major_rank_conflict,extinct
Scaevogyridae, 8001730, gbif:4941079, major_rank_conflict,extinct,barren
Paranophryidae, 5672685, gbif:8045440, sibling_higher,merged,barren
Ataxophragmiidae, 4804290, worms:111959,gbif:7440419,irmng:113108, unplaced_inherited,extinct
Helminthocladiaceae, 5247753, worms:196242,gbif:3234872,irmng:106737, sibling_higher,barren
Leviathaniidae, 5693103, worms:834055,gbif:7481747, extinct,barren
Marsupitidae, 4950952, gbif:3249944,irmng:112745, major_rank_conflict,extinct
Actinomidae, 4801772, gbif:6123534, major_rank_conflict
Proscorpionidae, 6325108, gbif:8442383, major_rank_conflict,extinct,barren
Arguitheriidae, 3615939, gbif:4834134,irmng:103429, major_rank_conflict,extinct,barren
Sturianthaceae, 6136721, gbif:8559119, major_rank_conflict,barren
Janischewskinidae, 8012463, gbif:9645790, incertae_sedis_inherited,major_rank_conflict,inconsistent,extinct_inherited,barren
Pseudoxenodontidae, 4126051, gbif:5789855, sibling_higher,inconsistent,barren
Phyllytoceratidae, 6351105, gbif:8651823, sibling_higher,extinct,barren
Ortalidae, 5036739, gbif:3264570,irmng:116165, sibling_higher,barren
Hadrodontidae, 4145821, gbif:4841546,irmng:118012, major_rank_conflict,extinct
Hymenogastraceae, 854138, ncbi:80649,worms:426186,gbif:3309302, inconsistent,barren
Orbitoididae, 4919043, worms:720952,gbif:8032115,irmng:100789, extinct
Dermatonemataceae, 4012962, gbif:4905722,irmng:107468, sibling_higher,barren
Phyllomedusidae, 3620501, gbif:4817115,irmng:107562, inconsistent,barren
Suricatidae, 6375851, gbif:4980870, major_rank_conflict,barren
Siphneidae, 3611172, gbif:4972558, sibling_higher,extinct,barren
Cyamodontidae, 4129846, gbif:4818203,irmng:115600, unplaced,major_rank_conflict,extinct
Scolenaspididae, 4142731, gbif:4815402,irmng:101285, major_rank_conflict,extinct
Stellarimaceae, 7561181, worms:987004,gbif:9278604, sibling_higher,extinct_inherited
Plectopylididae, 18247, ncbi:145718, merged,barren
Phricodoceratidae, 2872264, gbif:4621548,irmng:112103, sibling_higher,extinct,barren
Permocentropidae, 3429415, gbif:4769911,irmng:102145, extinct
Canoptidae, 4020123, gbif:4907475,irmng:117481, sibling_higher,extinct
Turanothemistidae, 4664224, gbif:4682885,irmng:112078, sibling_higher,extinct
Nostochopsidaceae, 4017749, worms:147009,gbif:7115, sibling_higher,barren
Strangosporaceae, 5673841, ncbi:1518854,gbif:9797927, incertae_sedis,barren
Eoniphargidae, 506762, ncbi:353632, merged,barren
Stemmocryptidae, 4221134, gbif:4775296,irmng:115683, merged,barren
Pseudingolfiellidae, 5730437, worms:731665,gbif:8180099, incertae_sedis
Stromatocystitidae, 3659166, gbif:4871201,irmng:101838, major_rank_conflict,extinct
Gigantopygidae, 4704308, gbif:4636099,irmng:115311, extinct
Clathraceae, 723278, ncbi:68805,gbif:3563970, merged,barren
Archophiactinidae, 3658314, gbif:4871654,irmng:112732, sibling_higher,extinct
Anisicyrtiidae, 6386485, gbif:8666850, sibling_higher,extinct,barren
Placosmiliidae, 4716077, gbif:4943686, sibling_higher,extinct,barren
Caposiraceae, 4017729, worms:599710,irmng:121812, sibling_higher,extinct_inherited
Siphoniidae, 2842959, gbif:4582609,irmng:119143, major_rank_conflict,extinct
Isophlebiidae, 3011846, gbif:4798079,irmng:102747, sibling_higher,extinct
Changlelestidae, 3617761, gbif:4831183,irmng:116305, major_rank_conflict,extinct
Zeuglopleuridae, 3651069, worms:510864,gbif:6474211,irmng:121802, extinct
Ephalmatoridae, 4710150, gbif:4650945,irmng:103591, sibling_higher,extinct
Lepraliidae, 4150464, gbif:4979535, major_rank_conflict,extinct,barren
Coronodontidae, 4144496, gbif:4824830,irmng:101270, major_rank_conflict,extinct,barren
Heraclitidae, 2869350, gbif:4623289,irmng:118104, sibling_higher,extinct
Tricholepidiidae, 7906057, gbif:10526164, barren
Characodontidae, 7653624, gbif:9272369, major_rank_conflict,extinct,barren
Flindersicyathidae, 4722527, gbif:4814538,irmng:117426, major_rank_conflict,extinct
Meiodiscaceae, 49901, ncbi:909750,worms:493894,gbif:5823573,irmng:121315, sibling_higher,merged,barren
Maxigoniatitidae, 2868904, gbif:4625935,irmng:117543, sibling_higher,extinct
Kaolishaniidae, 4710521, gbif:4636842,irmng:116782, sibling_higher,extinct
Lykophyllidae, 5142265, gbif:3250988,irmng:102655, major_rank_conflict,extinct
Propreocoridae, 4664348, gbif:4804170,irmng:111670, sibling_higher,extinct,barren
Prototrachelocercidae, 420648, ncbi:1117388,gbif:8242056, unplaced
Carbonicolaceae, 5344714, if:804836,ncbi:1453780,gbif:7430970, unplaced
Steinegeridae, 7668170, gbif:9372252, major_rank_conflict,extinct,barren
Bathybelosidae, 3660631, gbif:1900,irmng:107838, sibling_higher,barren
Leptodorosididae, 7693475, gbif:9442041, major_rank_conflict,barren
Plagiogrammaceae, 420127, ncbi:232509,worms:149353,gbif:7627,irmng:105867, sibling_higher,merged,barren
Spyridiaceae, 4741898, ncbi:2316380,worms:368751,gbif:4375899,irmng:120871, sibling_higher,merged,barren
Trachyceratidae, 4954951, gbif:3245986,irmng:100291, sibling_higher,extinct
Drepanobandidae, 2930980, worms:162415,gbif:2082,irmng:110750, unplaced
Rhipidothyridae, 4163159, gbif:4869649,irmng:103389, sibling_higher,extinct
Rotiformidae, 6162149, gbif:8669843, major_rank_conflict,extinct,barren
Hypsidoridae, 3624238, gbif:4838222,irmng:102843, sibling_higher,extinct
Eocramatiidae, 4163309, gbif:4864838,irmng:101818, unplaced,extinct,barren
Osmylitidae, 5019370, gbif:3259420,irmng:101710, sibling_higher,extinct
Neodrepanellidae, 6190809, worms:877140,gbif:8452184, sibling_higher,extinct,barren
Modulatricidae, 7660790, gbif:9438395, sibling_higher,barren
Choeropotamidae, 4944817, gbif:3240372,irmng:102488, sibling_higher,extinct
Subrianidae, 4971126, gbif:3252478,irmng:119375, sibling_higher,extinct
Aesiocrinidae, 3648200, gbif:4873925,irmng:118058, major_rank_conflict,extinct
Allassogonoporidae, 3670098, gbif:3200,irmng:111481, merged,barren
Pakicetidae, 3616141, gbif:4835719,irmng:118049, sibling_higher,extinct
Angusticornidae, 2923857, gbif:4863755,irmng:111264, major_rank_conflict,extinct,barren
Stenoneuritidae, 4664731, gbif:4797972,irmng:111956, extinct
Probosciaceae, 8031218, gbif:9521631, sibling_higher,barren
Maurolicidae, 7649716, gbif:9564142, sibling_higher,extinct,barren
Alsasuacaridae, 7693814, gbif:9352836, major_rank_conflict,hidden_inherited,barren
Sphaerocystidaceae, 5153139, worms:599718,gbif:6784762,irmng:121124, inconsistent,barren
Microcodinidae, 5693678, gbif:3267727,irmng:115403, barren
Tetrapodosauridae, 4126460, gbif:4823189,irmng:119460, sibling_higher,extinct
Peniculostomatidae, 5672687, gbif:8329435, merged,barren
Glossograptidae, 4940626, gbif:3243108,irmng:100478, major_rank_conflict,extinct
Dynastidae, 4641945, gbif:4205, inconsistent,barren
Batrachospermaceae, 629576, ncbi:31371,worms:493875,gbif:4888,irmng:108072, sibling_higher,merged,barren
Codiacrinidae, 3648163, gbif:4873042,irmng:111785, major_rank_conflict,extinct
Pellatispiridae, 4919066, worms:720956,gbif:7872718,irmng:110623, sibling_higher,extinct
Stellarocrinidae, 4950870, gbif:3250068,irmng:119289, major_rank_conflict,extinct
Sagenocrinitidae, 3649174, gbif:4874790,irmng:111770, major_rank_conflict,extinct
Thyrsophoridae, 3435337, gbif:4709756,irmng:111185, sibling_higher,barren
Hadoprionidae, 4987992, worms:249736,gbif:5751,irmng:118011, incertae_sedis,extinct
Ulemicidae, 7668383, gbif:9564334, major_rank_conflict,extinct,barren
Phyllophoraceae, 411728, ncbi:28021,worms:143738,gbif:4941,irmng:106491,irmng:108343, sibling_higher,merged,barren
Falcatidae, 4143130, gbif:4824085,irmng:101535, major_rank_conflict,extinct
Lepidaspidae, 4142563, gbif:4815602,irmng:101369, major_rank_conflict,extinct,barren
Brancoceratidae, 4955221, gbif:3245943,irmng:100540, sibling_higher,extinct
Arcanatoridae, 6154326, gbif:7895846, merged,barren
Heptodontidae, 3615147, gbif:6141996, major_rank_conflict,extinct,barren
Styracocephalidae, 4141136, gbif:6142086, unplaced,major_rank_conflict,extinct,barren
Acritolepidae, 4144572, gbif:4842709,irmng:119418, major_rank_conflict,extinct
Sclerodistomatidae, 3669885, gbif:4861133,irmng:111832, sibling_higher,barren
Monostysisyrinaceae, 6001408, gbif:8629900, major_rank_conflict,extinct
Tropiastraeidae, 6371426, gbif:8504006, sibling_higher,extinct,barren
Scaphelasmatidae, 2934548, gbif:4864400,irmng:119057, extinct
Metrodoridae, 7904310, gbif:4713159, sibling_higher,barren
Debarinidae, 5663033, worms:738406,gbif:7699736, extinct_inherited
Cothurnocystidae, 3658076, gbif:4906297,irmng:103006, major_rank_conflict,extinct
Gamasellidae, 4703525, gbif:4663716,irmng:105989, sibling_higher,barren
Ashleycetidae, 6145822, gbif:8607689, sibling_higher,extinct,barren
Phyllosporaceae, 2820896, gbif:4896342,irmng:107814, barren
Nothrotheriidae, 4949926, gbif:4834462,irmng:113718, inconsistent,extinct,barren
Graptolitidae, 7997057, gbif:4942020, major_rank_conflict,extinct
Noridiscitidae, 2871073, gbif:4623195,irmng:113291, sibling_higher,extinct
Paracalliopidae, 7696960, gbif:4304310, sibling_higher,barren
Dasyporellaceae, 4735345, gbif:4905803,irmng:105299, extinct,barren
Hindeosphaeridae, 4020628, gbif:7844457,irmng:118199, major_rank_conflict,extinct
Palaeostoidae, 4958099, worms:833939,gbif:6882562,irmng:119839, extinct
Macroscelesauridae, 7657478, gbif:9342900, unplaced,major_rank_conflict,extinct,barren
Pergamidiidae, 4967883, worms:833160,gbif:3248069,irmng:101255, extinct
Crotalocrinitidae, 3648752, gbif:4873057,irmng:100632, major_rank_conflict
Pulemidae, 5139909, gbif:3251206,irmng:118834, major_rank_conflict,barren
Spiromimidae, 7693010, gbif:9457106, sibling_higher,barren
Surirellaceae, 397779, ncbi:216752,worms:149006,gbif:7883069,irmng:104226, sibling_higher,merged,barren
Tricyrtoidae, 4020010, gbif:4892333,irmng:114653, sibling_higher,barren
Provannidae, 318536, worms:382206,ncbi:71810,gbif:4362295,irmng:116627, incertae_sedis_inherited
Olingechitonidae, 7985459, gbif:10145967, major_rank_conflict,extinct_inherited
Sydowiaceae, 8006306, gbif:9681690, barren
Goniolithaceae, 4023893, irmng:116849, incertae_sedis,hidden,extinct
Ricordiidae, 3673785, gbif:3373,irmng:107586, barren
Newtoniellidae, 2914968, worms:411733,gbif:4606791,irmng:117854, incertae_sedis_inherited,hidden_inherited
Arthropleuridae, 4709275, gbif:4666882,irmng:112690, major_rank_conflict,extinct
Asterophrydidae, 7648787, gbif:9569211, major_rank_conflict,extinct,barren
Urosphenidae, 4134682, gbif:4837521,irmng:101419, sibling_higher,extinct,barren
Cleiothrolepididae, 6138301, gbif:8580584, major_rank_conflict,extinct,barren
Heterorthidae, 4970999, gbif:3251936,irmng:103166, extinct
Batrachosauroididae, 3620655, gbif:4816470,irmng:102122, sibling_higher,extinct
Lahillidae, 2862546, gbif:4949109, sibling_higher,extinct,barren
Goeziidae, 4996188, gbif:3249048, sibling_higher,barren
Autophyllitaceae, 3866008, gbif:4908319,irmng:105356, sibling_higher,extinct,barren
Paracercopidae, 6188513, gbif:4450, sibling_higher,barren
Aptenoperissidae, 7868371, gbif:9489255, sibling_higher,extinct,barren
Onchonotopsidae, 4709101, gbif:4633802,irmng:103113, extinct,barren
Luanpingitidae, 4522427, gbif:4793195,irmng:103135, sibling_higher,extinct
Diaphanacridae, 5020514, gbif:6929002,irmng:120127, sibling_higher,extinct
Kottixerxidae, 7690733, gbif:9474004, major_rank_conflict,extinct
Claudiosauridae, 4127789, gbif:4823398,irmng:116199, major_rank_conflict,extinct
Evanidae, 7868653, gbif:9160044, sibling_higher,barren
Akademiophyllidae, 4722679, gbif:4579796,irmng:103340, major_rank_conflict,extinct,barren
Holcorpidae, 3429423, gbif:4682714,irmng:112431, extinct
Spinigeritidae, 2969597, worms:850586,gbif:4806789,irmng:102751, sibling_higher,extinct,barren
Meganeuridae, 4664864, gbif:4682606,irmng:112866, sibling_higher,extinct
Eolepidopterigidae, 4330233, gbif:4705253,irmng:112706, sibling_higher,extinct
Discophyllitidae, 2872222, gbif:4622323,irmng:100886, sibling_higher,extinct
Ratziidae, 5694036, gbif:4282325,irmng:109569, sibling_higher,barren
Skeletonemataceae, 748247, ncbi:33848,gbif:9381021, sibling_higher,merged,barren
Seletonellaceae, 5153458, gbif:3229660,irmng:105969, extinct
Hebeigrammidae, 5089357, gbif:8589237,irmng:101700, extinct_inherited
Papillocyathidae, 4719873, gbif:4814129,irmng:103244, major_rank_conflict,extinct,barren
Stromatocoeliidae, 2842558, gbif:4980210, major_rank_conflict,extinct,barren
Theoperidae, 137461, ncbi:278981,worms:345838,gbif:3236107,gbif:8209602,irmng:102239, sibling_higher,inconsistent,barren
Cladophylliidae, 4715895, gbif:4879877,irmng:117909, sibling_higher,extinct
Trachelosauridae, 7665722, gbif:9588074, unplaced,major_rank_conflict,extinct,barren
Lacrymariidae, 40669, ncbi:375590,worms:425420,gbif:7958515,irmng:105780, sibling_higher,merged,barren
Kossmaticeratidae, 2868962, gbif:4626196,irmng:100622, sibling_higher,extinct
Orthrozanclidae, 4719714, gbif:4579104,irmng:118032, major_rank_conflict,extinct
Thamnobryaceae, 3865373, gbif:4657,irmng:107200, merged,barren
Biokovinidae, 4918839, worms:738682,gbif:8031097,irmng:114247, unplaced_inherited,extinct
Paraberrapecidae, 6366658, worms:872361,gbif:8476292, merged,barren
Anomocaridae, 5131241, gbif:3267147,irmng:100275, extinct
Derolytoceratidae, 2871760, gbif:4625722,irmng:111702, sibling_higher,extinct,barren
Opegraphaceae, 1000945, ncbi:1010694,gbif:3305494, merged,barren
Raphistomidae, 7983109, gbif:9590242, major_rank_conflict,extinct,barren
Hodzhakuliidae, 6157905, gbif:8535626, extinct,barren
Cyclopterinidae, 5089352, gbif:5430806,irmng:102055, extinct
Oxynoticeratidae, 2869540, gbif:4626821,irmng:100225, sibling_higher,extinct
Parastenophlebiidae, 6323141, gbif:8512037, sibling_higher
