name, ottid, sources, flags
Beyrichitidae, 2869837, gbif:4624748,irmng:112928, sibling_higher,extinct,barren
Glossosmatidae, 3030436, gbif:4801452,irmng:117840, sibling_higher,barren
Koninckocariniidae, 4717278, gbif:4883512,irmng:102654, major_rank_conflict,extinct
Ictidosuchidae, 4130241, gbif:4822354,irmng:100273, unplaced,major_rank_conflict,extinct
Valsariaceae, 5683054, ncbi:1680669,gbif:8342219, major_rank_conflict_inherited,merged,barren
Cystothalamiidae, 2833576, gbif:4580877,irmng:104602, major_rank_conflict,extinct
Eocrinidae, 3658001, gbif:4877606,irmng:118577, major_rank_conflict,extinct
Bihospitidae, 7646193, gbif:9967222, major_rank_conflict,merged,barren
Heterocoeniidae, 4715561, gbif:4879212,irmng:118110, sibling_higher,extinct
Rhabdouraeidae, 4675512, worms:459333,gbif:4668379,irmng:103038, extinct
Favosichaetetidae, 2843074, gbif:4581665,irmng:111883, major_rank_conflict,extinct,barren
Phaeostrophionaceae, 4026953, ncbi:243266, incertae_sedis
Ptychocladiidae, 4803294, worms:720906,gbif:7740039,irmng:111809, incertae_sedis_inherited,extinct
Erichschmidtiidae, 6322906, gbif:8499241, sibling_higher,extinct
Collosphaeridae, 1093164, ncbi:65593,worms:367309,gbif:3236183, inconsistent,barren
Lazutkiniidae, 2933760, gbif:4977260, extinct,barren
Nemavermidae, 6164111, gbif:8489943, major_rank_conflict,extinct
Panderichthyidae, 4143281, gbif:4841375,irmng:103620, major_rank_conflict,extinct
Atraktoprionidae, 4980048, worms:233987,gbif:2047,irmng:101892, incertae_sedis,extinct
Derbyiidae, 4163399, gbif:4869835,irmng:118291, sibling_higher,extinct
Diploxylaceae, 7642639, gbif:9777735, major_rank_conflict,barren
Hegetotheriidae, 4944118, gbif:4830007,irmng:102060, extinct
Falcatodontidae, 5681049, worms:833093,gbif:7519987, extinct,barren
Girtyporidae, 4151480, gbif:4856379,irmng:112716, sibling_higher,extinct
Halmaturidae, 7997067, gbif:4982291, major_rank_conflict,extinct,barren
Pseudoaulophacidae, 4004802, gbif:4895275,irmng:112064, merged,extinct,barren
Triadophlebiidae, 4664968, gbif:4682886,irmng:112072, sibling_higher,extinct
Sauripteridae, 6375697, gbif:8621847, major_rank_conflict,extinct,barren
Nuchidae, 6375412, gbif:8656311, major_rank_conflict,extinct,barren
Stenophlebiidae, 4664480, gbif:4682891,irmng:112678, sibling_higher,extinct
Dichocrinidae, 3648623, gbif:4874362,irmng:118370, major_rank_conflict,extinct
Ophiacodontidae, 4127134, gbif:4819425,irmng:117086, unplaced,major_rank_conflict,extinct
Lancedelliidae, 6363916, gbif:8590829, major_rank_conflict,extinct
Hallomenidae, 7731154, gbif:9768044, sibling_higher,extinct_inherited
Paracentrophoridae, 3644079, gbif:4838387,irmng:118142, sibling_higher,extinct
Helicinidae, 634303, worms:559833,ncbi:56123,gbif:7054,irmng:113632, extinct_inherited
Lysogorellidae, 6190623, worms:877124,gbif:8707233, sibling_higher,extinct,barren
Conoglobigerinidae, 8019544, gbif:9528450, merged,extinct_inherited,barren
Praeostreidae, 4968569, gbif:3247888,irmng:117266, major_rank_conflict,extinct
Gotlandellitidae, 2925644, gbif:4586290,irmng:112041, major_rank_conflict,extinct
Antactinodiontidae, 2865868, gbif:4595191,irmng:117663, sibling_higher,extinct
Murandaviaceae, 4018991, gbif:4898284,irmng:104513, major_rank_conflict,hidden,extinct,barren
Palaeobelemnopsidae, 2871666, gbif:4621054,irmng:111220, major_rank_conflict,extinct
Archipelepididae, 4143284, gbif:4815344,irmng:118360, major_rank_conflict,extinct
Archaeopteridaceae, 4738367, gbif:4908776,irmng:103805, major_rank_conflict,extinct
Periodontidae, 4142543, gbif:4841729,irmng:102319, major_rank_conflict,extinct,barren
Yunnanosauridae, 4128188, gbif:4822538,irmng:112203, sibling_higher,extinct,barren
Kryptoperidiniaceae, 7529338, ncbi:2137591,gbif:10390825, inconsistent,barren
Adiaphorostreptidae, 3512674, worms:888674,gbif:4650471,irmng:112094, sibling_higher,barren
Platyorthidae, 2933859, gbif:4870672,irmng:118440, extinct
Pelopsidae, 7679710, gbif:8069465, sibling_higher,barren
Protoblattinopsidae, 6324219, gbif:8697480, extinct,barren
Tichodromidae, 3599406, gbif:6101032, merged,barren
Anchineuridae, 4664215, gbif:4802264,irmng:112442, extinct
Gullmarellidae, 4031572, gbif:7990054, unplaced
Cryptocelididae, 5133859, worms:879408,irmng:115247, barren
Tumulocyathidae, 4720242, gbif:4814367,irmng:103187, major_rank_conflict,extinct,barren
Cyclophylliidae, 4715242, gbif:4880445,irmng:118181, sibling_higher,extinct
Sphaerortoceratidae, 6352383, gbif:8533966, major_rank_conflict,extinct,barren
Siberiaspididae, 4142504, gbif:4815540,irmng:101589, major_rank_conflict,extinct,barren
Pleurocapsaceae, 4018618, gbif:4306784, sibling_higher,inconsistent,hidden,barren
Notidanidae, 4142063, gbif:4964656, major_rank_conflict,extinct
Abrocomophagidae, 3439676, gbif:4804453,irmng:110131, sibling_higher,barren
Pattersoniidae, 2843116, gbif:4581299,irmng:112037, major_rank_conflict,extinct,barren
Pseudomacromiidae, 4664447, gbif:4769988,irmng:102176, sibling_higher,extinct,barren
Mirididae, 6373016, gbif:7432817, major_rank_conflict,barren
Sylvaphlebiidae, 4664342, gbif:4797902,irmng:119090, extinct
Drepanopezizaceae, 8005711, gbif:3274331, barren
Dicynodontidae, 4947225, gbif:3239118,irmng:116205, unplaced,major_rank_conflict,extinct
Juraperlidae, 6293038, gbif:7624303, 
Syntomidae, 7710651, gbif:3256985,irmng:102327, merged,barren
Prohemerobidae, 7870764, gbif:9261389, sibling_higher,extinct
Pseudosiricidae, 4578349, gbif:4671725,irmng:104485, sibling_higher,extinct
Peranemidae, 7646011, gbif:10019504, barren
Schrenkiellidae, 4164638, gbif:4870066,irmng:119660, extinct,barren
Felbabkacystidae, 7671336, gbif:9590905, major_rank_conflict,extinct
Taffiidae, 4973655, gbif:3252467,irmng:103701, extinct
Plastomenidae, 3606604, gbif:4965176, sibling_higher,extinct,barren
Heteropediaceae, 1004453, ncbi:195994,worms:577611,gbif:4592,irmng:107655, merged,barren
Ektopodontidae, 4943550, gbif:3240138,irmng:102057, extinct
Paranyrocidae, 3595984, gbif:4850949,irmng:118226, sibling_higher,extinct
Pseudoplasmoporidae, 4717280, gbif:4883357,irmng:102436, major_rank_conflict,extinct
Apatemyidae, 4944207, gbif:3239960,irmng:102577, major_rank_conflict,extinct
Labradorocoleidae, 4651337, gbif:4717795,irmng:112467, extinct
Osteolepidae, 4144869, gbif:4836855, major_rank_conflict,extinct_inherited
Acastidae, 5129716, gbif:3266756,irmng:117109, extinct
Diplphidae, 3629146, gbif:6135572, barren
Saukiandidae, 4707288, gbif:4636155,irmng:116375, extinct
Goniochelidae, 6184612, gbif:8554490, sibling_higher,extinct_inherited
Buthiscorpiidae, 5124435, gbif:6880447,irmng:120429, sibling_higher,extinct
Acutidae, 4032431, irmng:113725, sibling_higher,hidden,barren
Gebrayelichthyidae, 7653657, gbif:9512758, major_rank_conflict,barren
Streptocidaridae, 5315884, worms:689341,gbif:7700369,irmng:121201, sibling_higher,hidden,extinct,barren
Selenomonadaceae, 5896175, ncbi:1843491,gbif:9475166, merged,barren
Arvicolidae, 3609997, gbif:4828688,irmng:118447, sibling_higher,barren
Iotrigoniidae, 5681086, worms:833242,gbif:7842380, extinct
Buteoxylaceae, 6011110, gbif:8479042, major_rank_conflict,extinct,barren
Ischyriniidae, 2925150, gbif:4620708,irmng:112039, major_rank_conflict,extinct
Protobibionidae, 4522413, gbif:4794361,irmng:117371, sibling_higher,extinct
Floricyclidae, 6162571, gbif:8685824, major_rank_conflict,extinct,barren
Rhombodontidae, 4141686, gbif:4825021,irmng:101237, sibling_higher,extinct
Ivanantoniidae, 3610161, gbif:4829516,irmng:102424, sibling_higher,extinct
Crebradomaceae, 7645002, gbif:9900497, sibling_higher,barren
Aoujgaliaceae, 4742787, gbif:4908884,irmng:118262, sibling_higher,extinct,barren
Icriodellidae, 4143306, gbif:4841662,irmng:101977, major_rank_conflict,extinct,barren
Amphidontidae, 4943696, gbif:3240180,irmng:102952, major_rank_conflict,merged,extinct,barren
Richthofeniidae, 4972374, gbif:3252529,irmng:100047, extinct
Caprinidae, 4968543, worms:833347,gbif:3247839,irmng:100742, extinct
Dendropupidae, 2921735, worms:833856,gbif:4605500,irmng:118287, incertae_sedis_inherited,extinct
Palaeothripidae, 4664063, gbif:4709953,irmng:102547, sibling_higher,extinct,barren
Granulidae, 4222563, gbif:4770956,irmng:112139, sibling_higher,extinct
Gromiidae, 6137282, gbif:2328,irmng:115239, unplaced
Heterohelicidae, 4918991, worms:478987,gbif:7401666,irmng:100091, unplaced,extinct
Probascaniidae, 4663998, gbif:4770265,irmng:103027, sibling_higher,extinct,barren
Holcodiscidae, 2869243, gbif:4627550,irmng:100672, sibling_higher,extinct
Gordoniaceae, 231772, ncbi:85026,worms:559531,gbif:8081,irmng:105825, inconsistent,barren
Paranectriellaceae, 5345114, if:804521,gbif:7534300, major_rank_conflict
Manticulidae, 5681030, worms:833196,gbif:8234580, extinct,barren
Dendrogyridae, 4715474, gbif:4880334,irmng:118284, sibling_higher,extinct
Sinoulineidae, 5669408, ncbi:1579405, merged,barren
Phractopeltidae, 4004541, worms:367339,gbif:4378099,irmng:115794, barren
Leptosilliaceae, 7520640, ncbi:2588336, sibling_higher,merged,barren
Austrocynipidae, 3247578, gbif:4298516, sibling_higher,barren
Bilharziellidae, 7990117, gbif:9290095, major_rank_conflict,barren
Woodburnodontidae, 6148224, gbif:8690671, 
Nucleospiridae, 2934211, gbif:4868345,irmng:104149, extinct
Spirodiniidae, 1038500, ncbi:467013,gbif:7913250,irmng:113681, sibling_higher,merged,barren
Nyssonidae, 4583349, gbif:4672913,irmng:117867, sibling_higher,barren
Mimolagidae, 3616457, gbif:4825389,irmng:102973, major_rank_conflict,extinct,barren
Zygobolbidae, 7122767, gbif:4808259,irmng:111991, sibling_higher,merged,extinct,barren
Maotianshaniidae, 2848454, gbif:4813935,irmng:117534, major_rank_conflict,extinct
Myriotrichiaceae, 5585089, worms:143712,gbif:3236428,irmng:107855, barren
Tersinidae, 3599750, gbif:4846043,irmng:108675, sibling_higher,barren
Cavosteliaceae, 502085, ncbi:435412,gbif:7521,irmng:118880, sibling_higher,inconsistent,barren
Triassoephemeridae, 3006683, gbif:4683732,irmng:118815, sibling_higher,extinct
Schizogoniidae, 4962254, worms:833754,gbif:3244364,irmng:112667, sibling_higher,extinct
Halorellidae, 2931962, gbif:4865933,irmng:118014, sibling_higher,extinct
Lithomanteidae, 7906155, gbif:4803540,irmng:101692, sibling_higher,extinct,barren
Asteroceratidae, 6344516, gbif:7904066, sibling_higher,extinct_inherited
Majonicaceae, 4737037, gbif:4899072,irmng:111965, unplaced,extinct,barren
Polyelasmoceratidae, 4955429, gbif:3245713,irmng:103761, sibling_higher,extinct
Whittardiidae, 2933750, gbif:4870457,irmng:118611, extinct,barren
Sowerbyellidae, 4972833, gbif:3252390,irmng:100232, extinct
Manacyathidae, 4720811, gbif:4579733,irmng:101391, major_rank_conflict,extinct,barren
Otozoidae, 4947001, gbif:3238982,irmng:115352, sibling_higher,extinct
Jantarimantidae, 5019722, gbif:6758498,irmng:120359, merged,barren
Euchitoniidae, 5157733, irmng:117324, major_rank_conflict,hidden,barren
Sympagohydridae, 1084583, ncbi:589526, merged,barren
Callianopsidae, 7694888, gbif:9616187, sibling_higher,barren
Priscalestidae, 6323171, gbif:8461617, sibling_higher
Plesiochelyidae, 3606547, gbif:4819002,irmng:113219, sibling_higher,extinct
Baissogryllidae, 4186548, gbif:4402051,irmng:116549, sibling_higher,extinct
Plesiosironidae, 4708360, gbif:4806212,irmng:102559, major_rank_conflict,extinct
Haplentactiniidae, 5157692, gbif:8199840, major_rank_conflict
Sapheosauridae, 4140031, gbif:4967985, sibling_higher,extinct,barren
Anthracosiidae, 2851750, worms:833371,gbif:4593010,irmng:100002, extinct
Tegerocyathidae, 4720438, gbif:4814186,irmng:103306, major_rank_conflict,extinct,barren
Hartmannellidae, 68592, ncbi:5776,worms:1327,gbif:2171,irmng:113678, inconsistent,barren
Nyassidae, 2851773, worms:833270,gbif:4950949, extinct,barren
Monomasticaceae, 327965, ncbi:141714, incertae_sedis,barren
Acanthoperlidae, 8011571, gbif:9627445, barren
Guttulinaceae, 382523, ncbi:1144920,gbif:7556, barren
Pseudopalmulidae, 8021232, gbif:9427052, major_rank_conflict,merged,extinct_inherited,barren
Dinilysiidae, 4125799, gbif:4820434,irmng:113588, extinct,barren
Chimaerasuchidae, 3605945, gbif:4822290,irmng:117579, extinct
Uniconomorphitidae, 2927106, gbif:4584491,irmng:118652, major_rank_conflict,extinct,barren
Mesoserphidae, 3247110, gbif:4298555,irmng:112613, sibling_higher,extinct
Climacostomidae, 159783, ncbi:219173,worms:414785,gbif:7545164,irmng:115394, sibling_higher,merged,barren
Horusornithidae, 3602000, gbif:4850270,irmng:100216, extinct,barren
Striatellaceae, 92247, ncbi:210450,worms:149175,gbif:7822465,irmng:104436, sibling_higher,merged,barren
Apodosiidae, 6330459, gbif:8676044, sibling_higher,extinct_inherited
Mesopalaeasteridae, 3657711, gbif:4872704,irmng:117619, major_rank_conflict
Ectocentritidae, 2871764, gbif:4621051,irmng:111637, sibling_higher,extinct,barren
Trajanellidae, 2919512, worms:833869,gbif:4614204,irmng:119521, incertae_sedis_inherited,extinct
Dianemaceae, 5156653, gbif:4281492, barren
Culmacanthidae, 4140356, gbif:4842693,irmng:100618, major_rank_conflict,extinct
Holotrachelidae, 4704545, gbif:4637798,irmng:118874, extinct
Aechminellidae, 5321825, worms:715755,gbif:7455844,irmng:121482, sibling_higher,extinct
Siliquariidae, 2915320, gbif:2662,irmng:104364, sibling_higher,hidden_inherited
Homunculidae, 3607891, gbif:4827103,irmng:112233, sibling_higher,extinct
Nudymiellidae, 4151593, gbif:4856367,irmng:103356, sibling_higher,extinct,barren
Pachyphylliidae, 4715697, gbif:4880367,irmng:118047, sibling_higher,extinct,barren
Nerrhenidae, 2922543, worms:833829,gbif:4599633,irmng:117848, extinct
Parakalumnidae, 4706954, gbif:4639792, sibling_higher,barren
Wuttagoonaspidae, 4142781, gbif:4853148,irmng:111819, major_rank_conflict,extinct
Tokunocepheidae, 3532054, gbif:7480,irmng:119512, sibling_higher,extinct_inherited
Sphaerococcaceae, 1036834, ncbi:31465,worms:143784,gbif:9022,irmng:109106, sibling_higher,merged,barren
Neopalaeasteridae, 3657500, gbif:4872907,irmng:117787, extinct
Acervulariidae, 5141810, gbif:3250471,irmng:104206, extinct
Beerichthyidae, 7648864, gbif:9338307, major_rank_conflict,extinct,barren
Westgardellidae, 3658550, gbif:4871588,irmng:118610, major_rank_conflict,extinct
Rhinidictyidae, 4151520, worms:468502,gbif:5626,irmng:104659, extinct
Bintoniellidae, 4187652, gbif:4710785,irmng:102677, sibling_higher,extinct
Agustiniidae, 4143442, gbif:4967289, sibling_higher,extinct,barren
Shideleroceratidae, 2870197, gbif:4621227,irmng:112914, major_rank_conflict,extinct
Zhaotongaspididae, 6376312, gbif:8684345, major_rank_conflict,extinct,barren
Ceratopygidae, 4704793, gbif:4635713,irmng:100276, sibling_higher,extinct
Pamiroseriidae, 4715914, gbif:4880278,irmng:102475, sibling_higher,extinct
Sepulcidae, 4578496, gbif:4679028,irmng:112705, sibling_higher,extinct
Caseodontidae, 4146053, gbif:4825197,irmng:101428, major_rank_conflict,extinct
Evenkidae, 5089368, gbif:3238231,irmng:102996, extinct
Diceratocephalidae, 5129751, irmng:115945, hidden,extinct,barren
Gnathodontidae, 4143203, gbif:4841661,irmng:102531, sibling_higher,extinct
Forbesiceridae, 6346471, gbif:4981540, sibling_higher,extinct,barren
Polytubithalamiidae, 6375436, gbif:8442776, major_rank_conflict,extinct
Mawsonitidae, 4719085, gbif:4884428,irmng:103381, major_rank_conflict,extinct,barren
Coelopoetidae, 4325572, gbif:4705282,irmng:110329, sibling_higher,barren
Aphiidae, 7647146, gbif:4386327, major_rank_conflict,barren
Chroococcaceae, 4016883, ncbi:1890464,worms:146544,gbif:7102,irmng:101116, sibling_higher,inconsistent,barren
Dermocarpaceae, 4016875, gbif:1892, sibling_higher,inconsistent,hidden,barren
Lithornidae, 3601852, gbif:4850311,irmng:117352, major_rank_conflict,extinct,barren
Epiplemidae, 5031598, gbif:3256428,irmng:109846, sibling_higher,barren
Tetractinomyxidae, 3673480, gbif:4579897,irmng:113317, major_rank_conflict
Hexamastigidae, 67770, ncbi:740975, sibling_higher,merged,barren
Chondrosteidae, 3621490, gbif:4837532,irmng:112450, sibling_higher,extinct,barren
Hedenstroemiidae, 2871017, gbif:4623221,irmng:111696, sibling_higher,extinct
Protophasmidae, 5020760, gbif:6880623,irmng:120375, sibling_higher,extinct,barren
Batrachophrynidae, 7648863, gbif:9505414, major_rank_conflict,extinct,barren
Cochlosomatidae, 4920581, irmng:115800, sibling_higher,merged,hidden,barren
Megapneustidae, 3649914, worms:510782,gbif:6474346,irmng:121487, sibling_higher,extinct
Yorkoceratidae, 2871357, gbif:4621583,irmng:112662, major_rank_conflict,extinct,barren
Noteosuchidae, 4119562, gbif:4968003, sibling_higher,extinct,barren
Strepheoschematidae, 4143298, gbif:4837317,irmng:101213, major_rank_conflict,extinct,barren
Orthopsidae, 3651118, worms:510790,gbif:4875652,irmng:111607, sibling_higher,extinct
Costacoplumidae, 4705353, gbif:4650231,irmng:105953, sibling_higher,extinct,barren
Iodidimonadaceae, 7028109, ncbi:2066485,gbif:10638487, sibling_higher,merged,barren
Jaekelotodontidae, 3595200, gbif:4964532, major_rank_conflict,extinct,barren
Gracilariidae, 7997049, gbif:4302298, major_rank_conflict,barren
Thaumatomastigaceae, 4802434, irmng:113376, major_rank_conflict,hidden,barren
Ponomarenkiidae, 7831185, gbif:9726119, sibling_higher,extinct
Honseleriaceae, 3865995, irmng:104581, major_rank_conflict,hidden,extinct,barren
Nitschkeaceae, 6380307, gbif:8065004, barren
Tontoniidae, 880865, ncbi:641220,worms:425511,gbif:8397306,irmng:118698, inconsistent,barren
Cylindroteuthididae, 2873177, gbif:4622670,irmng:111311, sibling_higher,extinct,barren
Sandmanniellidae, 5986376, ncbi:1805968,gbif:9611915, merged,barren
Asiuropidae, 6193352, gbif:8595997, major_rank_conflict,extinct
Hyperpolyneuridae, 4523061, gbif:4790335,irmng:112433, sibling_higher,extinct
Tholospyridae, 4019881, gbif:4892677,irmng:113603, sibling_higher,barren
Phlebolepididae, 4141363, gbif:4815519,irmng:101637, major_rank_conflict,extinct
Cycadocarpidiaceae, 6011878, gbif:8693580, extinct,barren
Pseudoverruculinidae, 2842697, gbif:4580584,irmng:112369, sibling_higher,extinct
Polytholosiidae, 2842594, gbif:4980205, major_rank_conflict
Tornoceratidae, 2869167, gbif:4624078,irmng:100290, sibling_higher,extinct
Branchiopodidae, 6184159, gbif:7611803, barren
Entomoneidaceae, 477453, ncbi:186041,worms:149659,gbif:8127260,irmng:107593, sibling_higher,merged,barren
Oliveoniaceae, 4099980, gbif:3272381,irmng:107332, barren
Ketophyllidae, 4716776, gbif:4883189,irmng:102990, major_rank_conflict,extinct
Agnostidae, 4704946, gbif:4639367,irmng:117111, extinct
Pyrinomonadaceae, 7002016, ncbi:2048906,gbif:9346095, sibling_higher,merged,barren
Ascoporiaceae, 4083034, if:81923,gbif:5747,irmng:100185, major_rank_conflict,barren
Stylinidae, 5140178, gbif:3250208,irmng:113283, sibling_higher,extinct
